"id","session_id","command","code_before","code_after","created_at"
"17","e30f910a-f4ea-482e-aa9d-a028d60cae45","roll back please gemini have some issue","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll({ labels: 1 })
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).swing(0.05).color(""lime"")._spiral()
$chord: chord(""D3m7","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).swing(0.05).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).color(""steelblue"")._spectrum()","2026-02-28 20:45:13.858993+00"
"18","e30f910a-f4ea-482e-aa9d-a028d60cae45","now again the 'hat' beat is sliding out of rhythm","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).swing(0.05).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).swing(0.05).color(""steelblue"")._spectrum()","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).swing(0.05).color(""steelblue"")._spectrum()","2026-02-28 20:45:44.815508+00"
"19","e30f910a-f4ea-482e-aa9d-a028d60cae45","now the clap mismatch the rhythm","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).swing(0.05).color(""steelblue"")._spectrum()","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""orange"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.3, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).color(""steelblue"")._spectrum()","2026-02-28 20:45:58.777137+00"
"20","e30f910a-f4ea-482e-aa9d-a028d60cae45","it feel like electirc telephone calling now, i love this rhythm","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12","2026-02-28 20:49:09.150285+00"
"21","e30f910a-f4ea-482e-aa9d-a028d60cae45","agian gemini failed to render","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.25).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","2026-02-28 20:49:19.660783+00"
"22","e30f910a-f4ea-482e-aa9d-a028d60cae45","more variation for digitial sound","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).color(""orchid"")._scope()","2026-02-28 20:49:45.251374+00"
"23","e30f910a-f4ea-482e-aa9d-a028d60cae45","more chord notes please","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m7"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).color(""orchid"")._scope()","setcps(0.5125)
$kick: s(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""tomato"")._scope()
$bass: note(""D2 D2 D2 D2 ~ D2 D2 ~"").sound(""square"").lpf(sine.range(200,800).slow(8)).gain(0.45).sometimesBy(0.4, x => x.fast(2)).color(""cyan"")._pianoroll()
$hat: s(""hh"").beat(""2,6,10,14"",16).bank(""RololTR909"").gain(0.3).hpf(5000).lpf(sine.range(6000, 8000).slow(6)).degradeBy(0.1).pan(sine.range(0.4, 0.6).slow(4)).color(""lime"")._spiral()
$chord: chord(""D3m9"").beat(""0,8"",16).sound(""supersaw"").attack(0.01).release(0.3).lpf(sine.range(400, 1500).slow(8)).gain(0.3).room(0.3).degradeBy(0.2).delay(0.2).delaytime(0.25).color(""gold"")._pianoroll()
$clap: s(""cp"").beat(""4,12"",16).bank(""RolandTR909"").gain(0.4).room(0.3).lpf(sine.range(1000, 3000).slow(8)).color(""steelblue"")._spectrum()
$perc: note(""C6"").sound(""sine"").attack(0.01).release(0.1).hpf(8000).gain(0.1).degradeBy(0.7).pan(sine.range(0,1).slow(3)).color(""orchid"")._scope()","2026-02-28 20:50:01.669813+00"
"24","7026a26e-1e34-486e-bbb2-c4c4a0878a00","add piano instrument","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")._pianoroll()","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")._pianoroll()
$piano: chord(""<Cm Cm Cm Cm>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")","2026-02-28 23:53:30.213355+00"
"25","7026a26e-1e34-486e-bbb2-c4c4a0878a00","different chord on piano","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")._pianoroll()
$piano: chord(""<Cm Cm Cm Cm>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")._pianoroll()
$piano: chord(""<Cm Abmaj Ebmaj Bbmaj>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")","2026-02-28 23:53:50.724496+00"
"26","7026a26e-1e34-486e-bbb2-c4c4a0878a00","need piano with different chord","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).pan(sine.range(0.3, 0.7).slow(8)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")._pianoroll()","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).pan(sine.range(0.3, 0.7).slow(8)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).color(""blue"")
$piano: chord(""<Cm Fm Gm Cm>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")._pianoroll()","2026-02-28 23:55:56.904074+00"
"27","7026a26e-1e34-486e-bbb2-c4c4a0878a00","more instrument","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).pan(sine.range(0.3, 0.7).slow(8)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).room(0.3).pan(sine.range(0.4, 0.6).slow(6)).color(""blue"")
$piano: chord(""<Cm Fm Gm Cm>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")._pianoroll()","setcps(122/60/4)
$kick: sound(""bd:3"").beat(""0,4,8,12"",16).bank(""RolandTR909"").gain(0.7).lpf(sine.range(2000, 4000).slow(4)).pan(sine.range(0.3, 0.7).slow(8)).color(""red"")
$bass: note(""C2 C2 C2 C2 ~ C2 C2 ~"").sound(""square"").lpf(sine.range(200, 800).slow(8)).gain(0.4).room(0.3).pan(sine.range(0.4, 0.6).slow(6)).color(""blue"")
$piano: chord(""<Cm Fm Gm Cm>"").voicing().sound(""piano"").lpf(800).gain(0.2).room(0.2).color(""green"")._pianoroll()
$hat: sound(""hh:2"").beat(""2,6,10,14"",16).bank(""RolandTR909"").gain(0.25).hpf(5000).color(""yellow"")","2026-02-28 23:57:21.473999+00"
"28","07b3d70e-7161-45d1-860b-d33923c90c75","need more instrument","setcps(0.35)
$keys: chord(""<Cm7 Fm7 Bb7 Ebmaj7>"").voicing().sound(""triangle"").lpf(1100).room(0.5).gain(0.38)._pianoroll().color(""orchid"")
$kick: sound(""bd:1"").beat(""0,6,10"", 16).bank(""RolandTR909"").swing(0.2).gain(0.5).lpf(1800).color(""gold"")","setcps(0.35)
$keys: chord(""<Cm7 Fm7 Bb7 Ebmaj7>"").voicing().sound(""triangle"").lpf(1100).room(0.5).gain(0.38)._pianoroll().color(""orchid"")
$bass: note(""<'C2 ~ G2 ~ Bb2 ~ G2' 'F2 ~ C3 ~ Eb3 ~ C3' 'Bb2 ~ F3 ~ Ab3 ~ F3' 'Eb2 ~ Bb2 ~ D3 ~ Bb2'>"").sound(""triangle"").lpf(400).gain(0.45).swing(0.2).color(""lightgreen"")
$kick: sound(""bd:1"").beat(""0,6,10"", 16).bank(""RolandTR909"").swing(0.2).gain(0.5).lpf(1800).color(""gold"")","2026-03-01 00:04:13.155326+00"
"29","07b3d70e-7161-45d1-860b-d33923c90c75","how about a drum and piano","setcps(0.35)
$keys: chord(""<Cm7 Fm7 Bb7 Ebmaj7>"").voicing().sound(""triangle"").lpf(1100).room(0.5).gain(0.38)._pianoroll().color(""orchid"")
$kick: sound(""bd:1"").beat(""0,6,10"", 16).bank(""RolandTR909"").swing(0.2).gain(0.5).lpf(1800).color(""gold"")","setcps(0.35)
$keys: chord(""<Cm7 Fm7 Bb7 Ebmaj7>"").voicing().sound(""ep"").lpf(1000).room(0.5).gain(0.38)._pianoroll().color(""orchid"")
$kick: sound(""bd:1"").beat(""0,6,10"", 16).bank(""RolandTR808"").swing(0.2).gain(0.5).lpf(1800).color(""gold"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").swing(0.2).gain(0.35).room(0.3).color(""skyblue"")
$hat: sound(""hh"").beat(""0,2,4,6,8,10,12,14"", 16).bank(""RolandTR808"").swing(0.2).gain(0.25).hpf(3500).color(""silver"")","2026-03-01 00:04:17.778531+00"
"30","1db1dad2-9e71-44c4-8e8b-9a986333a0df","key need more random and rhythm with pad","setcps(0.346)
$keys: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""casio"").lpf(800).room(0.5).gain(0.4).color(""hotpink"")._pianoroll()
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.5).swing(0.25).color(""deeppurple"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""orange"")
$pad: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""sine"").lpf(600).room(0.8).gain(0.18).pan(sine.range(0.2, 0.8).slow(8)).color(""skyblue"")","setcps(0.346)
$keys: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""casio"").lpf(800).room(0.5).gain(rand.range(0.35, 0.45)).pan(sine.range(0.4, 0.6).slow(rand.range(6, 12))).color(""hotpink"")._pianoroll()
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.5).swing(0.25).color(""deeppurple"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""orange"")
$pad: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""sine"").lpf(600).room(0.8).gain(0.18).pan(sine.range(0.2, 0.8).slow(8)).degradeBy(0.2).color(""skyblue"")","2026-03-01 00:18:10.984102+00"
"31","1db1dad2-9e71-44c4-8e8b-9a986333a0df","keys and pad are too insync, it need gap","setcps(0.346)
$keys: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""pluck"").lpf(1000).room(0.4).gain(0.4).color(""hotpink"")._pianoroll()
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.5).swing(0.25).color(""deeppurple"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""orange"")
$pad: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""supersaw"").lpf(900).room(0.7).gain(0.25).pan(sine.range(0.2, 0.8).slow(8)).color(""skyblue"")","setcps(0.346)
$keys: note(""<F3 ~ C4 ~ Eb4 ~ C4 ~, Bb3 ~ F4 ~ Ab4 ~ F4 ~, Eb3 ~ Bb3 ~ D4 ~ Bb3 ~, C3 ~ G3 ~ Bb3 ~ G3 ~>"").sound(""pluck"").lpf(1000).room(0.4).gain(rand.range(0.35, 0.45)).color(""hotpink"")._pianoroll()
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.5).swing(0.25).color(""deeppurple"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""orange"")
$pad: chord(""<Fm7 Bb7 EbM7 Cm7>"").voicing().sound(""supersaw"").lpf(900).room(0.7).gain(0.25).pan(sine.range(0.2, 0.8).slow(8)).degradeBy(0.1).color(""skyblue"")","2026-03-01 00:19:40.205076+00"
"32","0e12f120-dd74-41b5-93a2-0bc8b78b1ace","add bass and drum please","setcps(85/60/4)
$keys: chord(""<EbM7 Cm7 Fm7 Bb7>"").voicing().sound(""sawtooth"").lpf(sine.range(800, 1500).slow(8)).room(0.6).gain(0.35)._pianoroll().color(""purple"")
$bass: note(""Eb2 ~ G2 F2 ~ Ab2 Bb2 ~"").sound(""triangle"").lpf(400).gain(0.45).color(""blue"")","setcps(85/60/4)
$keys: chord(""<EbM7 Cm7 Fm7 Bb7>"").voicing().sound(""sawtooth"").lpf(sine.range(800, 1500).slow(8)).room(0.6).gain(0.35)._pianoroll().color(""purple"")
$bass: note(""Eb2 ~ G2 F2 ~ Ab2 Bb2 ~"").sound(""triangle"").lpf(400).gain(0.45).swing(0.25).color(""blue"")
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.25).swing(0.25).color(""red"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""red"")
$ghost_snare: sound(""sd:2"").beat(""7,15"", 16).bank(""RolandTR808"").gain(0.12).swing(0.25).color(""darkred"")","2026-03-01 00:22:27.827305+00"
"33","0e12f120-dd74-41b5-93a2-0bc8b78b1ace","keys chord need to lower the volumn and more random","setcps(85/60/4)
$keys: chord(""<EbM7 Cm7 Fm7 Bb7>"").voicing().sound(""sawtooth"").lpf(sine.range(800, 1500).slow(8)).room(0.6).gain(0.35)._pianoroll().delay(0.2).delaytime(0.4).delayfeedback(0.5).color(""purple"")
$bass: note(""Eb2 ~ G2 F2 ~ Ab2 Bb2 ~"").sound(""triangle"").lpf(400).gain(0.45).swing(0.25).color(""blue"")
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.25).swing(0.25).color(""red"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""red"")","setcps(85/60/4)
$keys: chord(""<EbM7 Cm7 Fm7 Bb7>"").voicing().sound(""sawtooth"").lpf(sine.range(800, 1500).slow(8)).room(0.6).gain(rand.range(0.2, 0.28))._pianoroll().delay(0.2).delaytime(0.4).delayfeedback(0.5).color(""purple"")
$bass: note(""Eb2 ~ G2 F2 ~ Ab2 Bb2 ~"").sound(""triangle"").lpf(400).gain(0.45).swing(0.25).color(""blue"")
$kick: sound(""bd:1"").beat(""0,6,10,14"", 16).bank(""RolandTR808"").gain(0.25).swing(0.25).color(""red"")
$snare: sound(""sd:2"").beat(""4,12"", 16).bank(""RolandTR808"").gain(0.35).room(0.3).swing(0.25).color(""red"")","2026-03-01 00:23:41.721563+00"